186.0,196.8,215.60000000000002,225.99999999999997,216.4,221.20000000000002,212.8,244.0
174.4,184.4,202,212,202.8,206.8,199.6,227.99999999999997
168.79999999999998,178.8,195.6,205.20000000000002,196.4,200.8,193.2,221.20000000000002
164.79999999999998,174.8,191.2,201.2,192,196.4,188.79999999999998,216
162,171.6,187.6,197.2,188,192.4,185.20000000000002,211.60000000000002
158.8,167.6,184,192.79999999999998,184.4,188.39999999999998,181.6,207.20000000000002
154.4,163.6,179.20000000000002,188,179.6,183.6,176.8,202
150.8,159.60000000000002,174.8,183.6,175.2,179.20000000000002,172.8,197.2
166,176,192.4,202,193.2,197.6,190,217.60000000000002
180.4,190.79999999999998,208.8,219.20000000000002,209.20000000000002,214,206,236
177.6,187.6,205.20000000000002,216,206,210.8,203.2,232.39999999999998
175.6,186,203.6,213.60000000000002,204.4,208.4,201.2,229.99999999999997
174,184.4,201.6,211.60000000000002,202.4,206.8,199.2,227.59999999999997
172,182.4,199.6,209.20000000000002,200,204.8,197.2,225.2
169.6,180,197.2,206.4,197.6,202,194.4,222.8
167.6,177.6,194.4,204,195.2,199.6,192,220.00000000000003
177.2,187.6,205.20000000000002,215.60000000000002,205.6,210.4,202.8,231.99999999999997
170.79999999999998,181.20000000000002,198,207.6,198.8,203.2,195.6,224.00000000000003
164.79999999999998,174.8,191.2,200.8,191.6,196,188.79999999999998,216
159.20000000000002,168.4,184.4,193.6,184.8,189.2,182.4,208
152.8,161.60000000000002,177.2,185.60000000000002,177.6,181.6,174.8,200
146.8,155.6,170.4,179.20000000000002,171.2,174.8,168.4,192.4
141.6,149.6,164,172.4,164.39999999999998,168,162,185.20000000000002
140.79999999999998,149.2,163.2,172,164,167.6,161.60000000000002,184.8
186.4,197.2,215.60000000000002,225.99999999999997,216.4,221.20000000000002,212.8,244
