182.8,196.4,214.4,227.99999999999997,216.8,219.20000000000002,213.20000000000002,243.6
170.79999999999998,183.20000000000002,200.8,213.60000000000002,202.8,204.4,199.2,227.59999999999997
165.2,177.6,194,206.4,196.4,198,192.79999999999998,220.4
161.60000000000002,173.6,189.6,201.6,192,193.6,188.39999999999998,215.20000000000002
158.4,170,186,198,188,189.6,184.8,210.8
154.8,166.4,182,193.6,184,182.8,180.8,206
150.8,161.60000000000002,177.2,188.39999999999998,179.20000000000002,180.8,176,200.8
146.8,158,172.8,184,174.8,176.4,171.6,196
162.79999999999998,174.8,190.79999999999998,202.8,193.2,194.79999999999998,189.6,216.8
176.8,189.6,207.6,221.20000000000002,210,211.60000000000002,206,236
174,186.8,204,217.60000000000002,206.4,208.4,203.2,231.99999999999997
172.4,184.8,202.4,215.20000000000002,204.4,206,200.8,229.6
170.4,182.8,200.4,212.8,202.4,204,198.8,227.2
168.4,181.20000000000002,198,210.4,200.4,202,196.8,224.8
166.4,178.8,195.2,208,198,199.6,194,222.00000000000003
164,176.8,192.79999999999998,205.20000000000002,195.2,196.8,191.6,219.20000000000002
174,186.8,204,217.20000000000002,206,208,202.8,231.6
167.6,180,196.8,209.20000000000002,199.2,200.8,195.6,223.20000000000002
162,173.6,190,202,192,194,188.79999999999998,215.60000000000002
156,167.6,183.20000000000002,194.79999999999998,185.20000000000002,186.8,182,207.6
149.2,160.8,175.6,186.8,177.6,179.20000000000002,174.4,199.2
143.6,154.8,169.2,180,171.2,172.4,168,192
138.39999999999998,148.4,162.4,173.2,164.39999999999998,166,162,184.8
138,148.4,162,173.2,164,165.6,161.60000000000002,184.8
183.20000000000002,196.4,214.8,228.39999999999998,217.20000000000002,218.8,213.20000000000002,243.6
