184.4,197.6,215.60000000000002,226.79999999999998,217.20000000000002,220.00000000000003,212.8,244.4
172.8,184.8,202,212.4,203.6,206,199.2,228.39999999999998
167.2,179.20000000000002,195.2,205.6,196.8,199.6,192.79999999999998,221.20000000000002
164,175.2,190.79999999999998,201.2,192.4,195.2,189.2,216
160.4,171.6,187.20000000000002,197.6,188.79999999999998,191.2,184.8,211.60000000000002
156.8,168,183.6,193.2,184.4,187.20000000000002,181.20000000000002,206.8
152.8,164,178.4,188,180,182.4,176,202
148.8,160,174.4,183.6,175.6,178,172,196.8
164.39999999999998,176.4,192,202.4,193.6,196.4,189.6,217.60000000000002
178.8,191.2,208.8,220.00000000000003,210,213.20000000000002,206,236.39999999999998
176,188.39999999999998,205.20000000000002,216.4,206.8,209.60000000000002,202.8,232.39999999999998
174,186.4,203.6,214.4,204.8,207.6,200.8,229.99999999999997
172.4,184.4,201.6,212,202.8,205.20000000000002,198.8,227.59999999999997
170.4,182.8,199.2,209.60000000000002,200.8,203.6,196.4,225.2
168,180.4,196.8,207.20000000000002,195.6,200.8,194,222.8
166,178,194,204.4,195.6,198.4,191.6,219.60000000000002
175.6,188,205.20000000000002,216.4,206.4,209.60000000000002,202.8,231.99999999999997
169.2,181.6,198,208.4,199.6,202.4,195.2,223.60000000000002
163.6,175.2,190.79999999999998,201.2,192.4,195.2,188.39999999999998,216
157.6,168.79999999999998,184,194,185.60000000000002,188,182,208
151.2,162,176.4,186,178,180.4,174.4,199.6
145.2,156,170,179.20000000000002,171.6,173.6,167.6,192
139.6,149.6,163.2,172,164.39999999999998,166.79999999999998,161.60000000000002,184.8
139.2,149.2,162.4,171.6,164,166.4,161.20000000000002,184.4
184.8,197.6,215.60000000000002,227.2,217.20000000000002,220.00000000000003,212.8,244.4
