186.4,199.2,218.00000000000003,231.2,220.00000000000003,225.2,216.0,248.0
174.8,186.4,204,216.4,205.6,210.8,202.4,232.39999999999998
169.2,180.4,197.6,209.20000000000002,199.2,203.6,195.6,224.8
165.6,176.4,193.2,204.4,194.79999999999998,199.6,191.2,220.00000000000003
162.4,172.8,189.2,200.8,190.79999999999998,195.6,187.6,215.60000000000002
158.8,169.2,185.20000000000002,196.4,186.8,191.2,184,210.8
154.4,164.79999999999998,180.4,191.2,182,186,178.8,204.8
150.8,160.8,176,186.8,177.6,182,174.4,200.4
166.4,177.6,194.4,206,196,200.8,192.79999999999998,221.60000000000002
181.20000000000002,192.79999999999998,211.20000000000002,223.60000000000002,212.8,218.00000000000003,209.20000000000002,240.39999999999998
178,189.6,207.6,220.4,209.60000000000002,214.4,206,236.79999999999998
176.4,187.6,205.6,218.00000000000003,207.20000000000002,212.4,204,234.39999999999998
174.4,186,203.6,216,205.20000000000002,210,202,231.99999999999997
172.4,183.6,201.6,213.60000000000002,203.2,207.6,199.6,229.2
170.4,181.6,198.8,210.8,200.8,205.20000000000002,197.2,226.39999999999998
168,179.6,196.4,208,198,202.8,194.79999999999998,223.60000000000002
178,189.6,207.6,220.00000000000003,209.20000000000002,214.4,205.6,236.39999999999998
171.6,182.8,200.4,212,202,206.4,198.4,227.99999999999997
165.6,176.4,193.2,204.8,194.79999999999998,199.6,191.6,220.00000000000003
160,170.4,186.4,197.6,187.6,192.4,184.8,212.4
153.2,162.79999999999998,178.8,189.6,180.4,184.4,177.2,203.2
147.2,157.20000000000002,172,182.4,173.6,178,170.79999999999998,196
141.6,151.2,165.2,176,166.79999999999998,171.2,164,188.79999999999998
141.2,150.8,164.79999999999998,175.6,166.4,170.79999999999998,163.6,188.39999999999998
186.8,199.2,218.4,231.2,220.00000000000003,225.2,216.4,248
